ABCIndicator,Month,ProductClassDesc,ProductLineDesc,SalesDistrictDesc,Shippable_$,Year
B,4,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,4129.8,2017
A,4,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,0,2017
1,4,URD Accessories,Cable Accessories,NORTH CENTRAL REGION,0,2017
C,4,URD Accessories,Cable Accessories,Latin America,0,2017
B,4,URD Accessories,Cable Accessories,Latin America,0,2017
A,4,URD Accessories,Cable Accessories,Latin America,11180,2017
1,4,URD Accessories,Cable Accessories,Latin America,483.75,2017
C,4,URD Accessories,Cable Accessories,House Accounts,540,2017
C,4,URD Accessories,Cable Accessories,HOUSE INTERNATIONAL,0,2017
B,4,URD Accessories,Cable Accessories,HOUSE INTERNATIONAL,0,2017
D,4,PCORE Electric,Bushings,West Region,225,2017
C,4,PCORE Electric,Bushings,West Region,8007,2017
B,4,PCORE Electric,Bushings,West Region,0,2017
A,4,PCORE Electric,Bushings,West Region,2502,2017
C,4,PCORE Electric,Bushings,Greater China,0,2017
D,4,PCORE Electric,Bushings,EuropeMidEastAfrica,0,2017
C,4,PCORE Electric,Bushings,EuropeMidEastAfrica,0,2017
B,4,PCORE Electric,Bushings,EuropeMidEastAfrica,0,2017
A,4,PCORE Electric,Bushings,EuropeMidEastAfrica,0,2017
D,4,PCORE Electric,Bushings,CANADA UTILITY,10952,2017
C,4,PCORE Electric,Bushings,CANADA UTILITY,15607,2017
B,4,PCORE Electric,Bushings,CANADA UTILITY,0,2017
A,4,PCORE Electric,Bushings,CANADA UTILITY,0,2017
D,4,PCORE Electric,Bushings,APAC,0,2017
C,4,PCORE Electric,Bushings,APAC,0,2017
B,4,PCORE Electric,Bushings,APAC,0,2017
A,4,PCORE Electric,Bushings,APAC,0,2017
D,4,Electro Composites,Bushings,West Region,0,2017
C,4,Electro Composites,Bushings,West Region,0,2017
D,4,Electro Composites,Bushings,SOUTHEAST REGION,0,2017
C,4,Electro Composites,Bushings,SOUTHEAST REGION,0,2017
A,4,PCORE Electric,Bushings,HOUSE INTERNATIONAL,2285,2017
A,4,Substation HC Arresters,Arresters,NORTH CENTRAL REGION,0,2017
B,4,PCORE Electric,Bushings,HOUSE INTERNATIONAL,8680,2017
D,4,PCORE Electric,Bushings,HOUSE INTERNATIONAL,0,2017
D,4,PCORE Electric,Bushings,SOUTHEAST REGION,850,2017
C,4,PCORE Electric,Bushings,SOUTHEAST REGION,65877,2017
B,4,PCORE Electric,Bushings,SOUTHEAST REGION,120898,2017
A,4,PCORE Electric,Bushings,SOUTHEAST REGION,20242,2017
D,4,PCORE Electric,Bushings,SOUTH CENTRAL REGION,0,2017
C,4,PCORE Electric,Bushings,SOUTH CENTRAL REGION,2329,2017
B,4,PCORE Electric,Bushings,SOUTH CENTRAL REGION,0,2017
A,4,PCORE Electric,Bushings,SOUTH CENTRAL REGION,0,2017
D,4,PCORE Electric,Bushings,North East Region,8676,2017
C,4,PCORE Electric,Bushings,North East Region,78886,2017
B,4,PCORE Electric,Bushings,North East Region,19666,2017
A,4,PCORE Electric,Bushings,North East Region,5943,2017
D,4,PCORE Electric,Bushings,NORTH CENTRAL REGION,3060,2017
C,4,PCORE Electric,Bushings,NORTH CENTRAL REGION,87937,2017
B,4,PCORE Electric,Bushings,NORTH CENTRAL REGION,4504,2017
A,4,PCORE Electric,Bushings,NORTH CENTRAL REGION,32847,2017
A,4,PCORE Electric,Bushings,MEXICO,0,2017
C,4,PCORE Electric,Bushings,HOUSE INTERNATIONAL,2172,2017
C,4,Substation HC Arresters,Arresters,Latin America,10531.68,2017
C,4,Electro Composites,Bushings,NORTH CENTRAL REGION,0,2017
D,4,Substation HC Arresters,Arresters,House Accounts,0,2017
A,4,Power Load,Safety Products,NORTH CENTRAL REGION,0,2017
A,4,Power Load,Safety Products,Communication - West,0,2017
B,4,Power Load,Safety Products,Communication - East,0,2017
A,4,Power Load,Safety Products,Communication - East,0,2017
C,4,Power Load,Safety Products,CANADA UTILITY,0,2017
B,4,Power Load,Safety Products,CANADA UTILITY,0,2017
A,4,Power Load,Safety Products,CANADA UTILITY,0,2017
B,4,Power Load,Safety Products,NORTH CENTRAL REGION,0,2017
B,4,Power Load,Safety Products,APAC,2613.57,2017
P,4,Gloves and Sleeves,Safety Products,West Region,2006.1,2017
C,4,Gloves and Sleeves,Safety Products,West Region,3756.88,2017
B,4,Gloves and Sleeves,Safety Products,West Region,12445.2,2017
A,4,Gloves and Sleeves,Safety Products,West Region,2377.67,2017
P,4,Gloves and Sleeves,Safety Products,SOUTHEAST REGION,2395.78,2017
C,4,Gloves and Sleeves,Safety Products,SOUTHEAST REGION,6585.39,2017
B,4,Gloves and Sleeves,Safety Products,SOUTHEAST REGION,77.53,2017
A,4,Power Load,Safety Products,APAC,383.7,2017
C,4,Power Load,Safety Products,NORTH CENTRAL REGION,0,2017
A,4,Power Load,Safety Products,North East Region,37649.76,2017
B,4,Power Load,Safety Products,North East Region,650.84,2017
1,4,Resale,Safety Products,Communication - East,0,2017
P,4,Resale,Safety Products,CANADA UTILITY,0,2017
D,4,Resale,Safety Products,CANADA UTILITY,0,2017
C,4,Resale,Safety Products,CANADA UTILITY,1865.63,2017
B,4,Resale,Safety Products,CANADA UTILITY,3121.34,2017
A,4,Resale,Safety Products,CANADA UTILITY,398.58,2017
1,4,Resale,Safety Products,CANADA UTILITY,164.49,2017
C,4,Resale,Safety Products,APAC,14009.89,2017
B,4,Resale,Safety Products,APAC,41822.44,2017
A,4,Resale,Safety Products,APAC,18707.52,2017
1,4,Resale,Safety Products,APAC,30550.76,2017
##,4,Resale,Safety Products,APAC,0,2017
C,4,Power Load,Safety Products,West Region,0,2017
B,4,Power Load,Safety Products,West Region,0,2017
A,4,Power Load,Safety Products,West Region,0,2017
C,4,Power Load,Safety Products,SOUTHEAST REGION,0,2017
C,4,Power Load,Safety Products,North East Region,0,2017
C,4,Gloves and Sleeves,Safety Products,SOUTH CENTRAL REGION,5417.67,2017
B,4,Gloves and Sleeves,Safety Products,SOUTH CENTRAL REGION,0,2017
P,4,Gloves and Sleeves,Safety Products,North East Region,958,2017
C,4,Gloves and Sleeves,Safety Products,North East Region,1548.45,2017
C,4,Fiberglass Construction,Safety Products,West Region,2535.72,2017
B,4,Fiberglass Construction,Safety Products,West Region,0,2017
A,4,Fiberglass Construction,Safety Products,West Region,0,2017
D,4,Fiberglass Construction,Safety Products,SOUTHEAST REGION,0,2017
C,4,Fiberglass Construction,Safety Products,SOUTHEAST REGION,40895.1,2017
B,4,Fiberglass Construction,Safety Products,SOUTHEAST REGION,281.38,2017
A,4,Fiberglass Construction,Safety Products,SOUTHEAST REGION,378.78,2017
P,4,Fiberglass Construction,Safety Products,SOUTH CENTRAL REGION,0,2017
D,4,Fiberglass Construction,Safety Products,SOUTH CENTRAL REGION,0,2017
C,4,Fiberglass Construction,Safety Products,SOUTH CENTRAL REGION,7422.55,2017
B,4,Fiberglass Construction,Safety Products,SOUTH CENTRAL REGION,2375.54,2017
A,4,Fiberglass Construction,Safety Products,SOUTH CENTRAL REGION,44167.02,2017
P,4,Fiberglass Construction,Safety Products,North East Region,0,2017
D,4,Fiberglass Construction,Safety Products,North East Region,0,2017
C,4,Fiberglass Construction,Safety Products,North East Region,54.26,2017
B,4,Fiberglass Construction,Safety Products,North East Region,11906.48,2017
A,4,Fiberglass Construction,Safety Products,North East Region,0,2017
D,4,Fiberglass Construction,Safety Products,West Region,0,2017
A,4,Resale,Safety Products,Communication - East,0,2017
B,4,Gloves and Sleeves,Safety Products,APAC,1445.1,2017
A,4,Gloves and Sleeves,Safety Products,CANADA UTILITY,1522.48,2017
B,4,Gloves and Sleeves,Safety Products,North East Region,2615.84,2017
A,4,Gloves and Sleeves,Safety Products,North East Region,188,2017
P,4,Gloves and Sleeves,Safety Products,NORTH CENTRAL REGION,0,2017
C,4,Gloves and Sleeves,Safety Products,NORTH CENTRAL REGION,1822.19,2017
B,4,Gloves and Sleeves,Safety Products,NORTH CENTRAL REGION,1223.35,2017
A,4,Gloves and Sleeves,Safety Products,NORTH CENTRAL REGION,209.14,2017
P,4,Gloves and Sleeves,Safety Products,Latin America,0,2017
C,4,Gloves and Sleeves,Safety Products,Latin America,0,2017
B,4,Gloves and Sleeves,Safety Products,Latin America,0,2017
A,4,Gloves and Sleeves,Safety Products,Latin America,0,2017
C,4,Gloves and Sleeves,Safety Products,Greater China,0,2017
P,4,Gloves and Sleeves,Safety Products,EuropeMidEastAfrica,0,2017
C,4,Gloves and Sleeves,Safety Products,EuropeMidEastAfrica,1391.54,2017
B,4,Gloves and Sleeves,Safety Products,EuropeMidEastAfrica,140.04,2017
P,4,Gloves and Sleeves,Safety Products,CANADA UTILITY,3969.45,2017
C,4,Gloves and Sleeves,Safety Products,CANADA UTILITY,1081.48,2017
B,4,Gloves and Sleeves,Safety Products,CANADA UTILITY,2923.91,2017
C,4,Gloves and Sleeves,Safety Products,APAC,4502,2017
C,4,Resale,Safety Products,Communication - East,0,2017
P,4,Gloves and Sleeves,Safety Products,SOUTH CENTRAL REGION,112.8,2017
B,4,Substation HC Arresters,Arresters,House Accounts,0,2017
A,4,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,6644.78,2017
C,4,Distribution Arresters,Arresters,North East Region,671.5,2017
B,4,Distribution Arresters,Arresters,North East Region,3974.34,2017
A,4,Distribution Arresters,Arresters,North East Region,3709.8,2017
1,4,Distribution Arresters,Arresters,North East Region,2513.45,2017
C,4,Distribution Arresters,Arresters,NORTH CENTRAL REGION,2191.58,2017
B,4,Distribution Arresters,Arresters,NORTH CENTRAL REGION,1638.32,2017
B,4,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,6268.07,2017
A,4,Distribution Arresters,Arresters,NORTH CENTRAL REGION,10291.6,2017
C,4,Distribution Arresters,Arresters,Latin America,0,2017
B,4,Distribution Arresters,Arresters,Latin America,0,2017
C,4,Distribution Arresters,Arresters,House Accounts,0,2017
B,4,Distribution Arresters,Arresters,House Accounts,16630.4,2017
A,4,Distribution Arresters,Arresters,House Accounts,0,2017
C,4,Distribution Arresters,Arresters,Greater China,0,2017
B,4,Distribution Arresters,Arresters,Greater China,0,2017
1,4,Distribution Arresters,Arresters,NORTH CENTRAL REGION,1333.42,2017
C,4,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,1378.2,2017
1,4,Distribution Arresters,Arresters,SOUTHEAST REGION,0,2017
A,4,Distribution Arresters,Arresters,SOUTHEAST REGION,7845.14,2017
C,4,Substation HC Arresters,Arresters,House Accounts,13728.22,2017
A,4,Resale,Safety Products,Communication - West,0,2017
C,4,Substation HC Arresters,Arresters,EuropeMidEastAfrica,3090.21,2017
B,4,Substation HC Arresters,Arresters,EuropeMidEastAfrica,9043.02,2017
A,4,Substation HC Arresters,Arresters,EuropeMidEastAfrica,3986.37,2017
C,4,Substation HC Arresters,Arresters,CANADA UTILITY,3460.24,2017
B,4,Substation HC Arresters,Arresters,CANADA UTILITY,7694.5,2017
C,4,Substation HC Arresters,Arresters,APAC,74722.43,2017
B,4,Substation HC Arresters,Arresters,APAC,0,2017
A,4,Substation HC Arresters,Arresters,APAC,6809.1,2017
D,4,Distribution Arresters,Arresters,West Region,0,2017
C,4,Distribution Arresters,Arresters,West Region,0,2017
B,4,Distribution Arresters,Arresters,West Region,1193.52,2017
A,4,Distribution Arresters,Arresters,West Region,838.35,2017
1,4,Distribution Arresters,Arresters,West Region,0,2017
C,4,Distribution Arresters,Arresters,SOUTHEAST REGION,2836.12,2017
B,4,Distribution Arresters,Arresters,SOUTHEAST REGION,40618.71,2017
C,4,Distribution Arresters,Arresters,EuropeMidEastAfrica,36061.18,2017
A,4,Distribution Arresters,Arresters,EuropeMidEastAfrica,0,2017
1,4,Distribution Arresters,Arresters,SOUTH CENTRAL REGION,1764.3,2017
B,4,Distribution Arresters,Arresters,Communication - East,398.82,2017
C,4,Resale,Safety Products,NORTH CENTRAL REGION,0,2017
B,4,Resale,Safety Products,NORTH CENTRAL REGION,598.4,2017
A,4,Resale,Safety Products,NORTH CENTRAL REGION,5542.08,2017
C,4,Resale,Safety Products,Latin America,1219.88,2017
B,4,Resale,Safety Products,Latin America,147.06,2017
A,4,Resale,Safety Products,Latin America,0,2017
1,4,Resale,Safety Products,Latin America,689.5,2017
##,4,Resale,Safety Products,Latin America,0,2017
C,4,Resale,Safety Products,House Accounts,12.66,2017
A,4,Resale,Safety Products,House Accounts,209.64,2017
C,4,Resale,Safety Products,Greater China,9177.32,2017
C,4,Resale,Safety Products,EuropeMidEastAfrica,2225.89,2017
B,4,Resale,Safety Products,EuropeMidEastAfrica,17649.88,2017
A,4,Resale,Safety Products,EuropeMidEastAfrica,16178.91,2017
1,4,Resale,Safety Products,EuropeMidEastAfrica,394.38,2017
1,4,Distribution Arresters,Arresters,EuropeMidEastAfrica,1216.8,2017
B,4,Resale,Safety Products,Communication - West,0,2017
D,4,Resale,Safety Products,NORTH CENTRAL REGION,0,2017
##,4,Resale,Safety Products,North East Region,0,2017
C,4,Resale,Safety Products,Communication - West,570.78,2017
A,4,Resale,Safety Products,North East Region,0,2017
1,4,Resale,Safety Products,North East Region,306.18,2017
B,4,Distribution Arresters,Arresters,CANADA UTILITY,0,2017
A,4,Distribution Arresters,Arresters,CANADA UTILITY,0,2017
D,4,Distribution Arresters,Arresters,APAC,20088.72,2017
C,4,Distribution Arresters,Arresters,APAC,28025.73,2017
B,4,Distribution Arresters,Arresters,APAC,22106.24,2017
A,4,Distribution Arresters,Arresters,APAC,0,2017
B,4,Blocks,Arresters,House Accounts,0,2017
C,4,Distribution Arresters,Arresters,CANADA UTILITY,11220.46,2017
B,4,Blocks,Arresters,EuropeMidEastAfrica,0,2017
A,4,Resale,Safety Products,SOUTH CENTRAL REGION,3336.89,2017
P,4,Resale,Safety Products,North East Region,0,2017
D,4,Resale,Safety Products,North East Region,0,2017
C,4,Resale,Safety Products,North East Region,9572.05,2017
B,4,Resale,Safety Products,North East Region,6651.03,2017
C,4,Blocks,Arresters,EuropeMidEastAfrica,0,2017
B,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,15055.57,2017
A,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,24221.47,2017
1,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,1368.12,2017
C,5,Traditional Tools,Safety Products,Communication - West,0,2017
A,5,Traditional Tools,Safety Products,Communication - West,0,2017
C,5,Traditional Tools,Safety Products,Communication - East,0,2017
B,5,Traditional Tools,Safety Products,Communication - East,0,2017
P,5,Traditional Tools,Safety Products,CANADA UTILITY,0,2017
1,5,Traditional Tools,Safety Products,Communication - East,0,2017
D,5,Traditional Tools,Safety Products,CANADA UTILITY,1839.09,2017
C,5,Traditional Tools,Safety Products,CANADA UTILITY,4186.79,2017
B,5,Traditional Tools,Safety Products,CANADA UTILITY,22897.1,2017
A,5,Traditional Tools,Safety Products,CANADA UTILITY,9852.73,2017
C,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,21839.96,2017
##,5,Traditional Tools,Safety Products,CANADA UTILITY,0,2017
1,5,Traditional Tools,Safety Products,CANADA UTILITY,176.12,2017
A,5,Traditional Tools,Safety Products,Communication - East,0,2017
D,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,0,2017
C,5,Traditional Tools,Safety Products,House Accounts,0,2017
1,5,Traditional Tools,Safety Products,Greater China,4076.05,2017
P,5,Traditional Tools,Safety Products,APAC,0,2017
B,5,Traditional Tools,Safety Products,NORTH CENTRAL REGION,20937.6,2017
1,5,Traditional Tools,Safety Products,NORTH CENTRAL REGION,376.56,2017
A,5,Traditional Tools,Safety Products,NORTH CENTRAL REGION,25357.79,2017
##,5,Traditional Tools,Safety Products,NORTH CENTRAL REGION,0,2017
D,5,Traditional Tools,Safety Products,Latin America,0,2017
C,5,Traditional Tools,Safety Products,Latin America,2139.62,2017
B,5,Traditional Tools,Safety Products,Latin America,3826.63,2017
A,5,Traditional Tools,Safety Products,Latin America,4107.31,2017
1,5,Traditional Tools,Safety Products,Latin America,376.56,2017
P,5,Traditional Tools,Safety Products,House Accounts,0,2017
B,5,Traditional Tools,Safety Products,House Accounts,0,2017
C,5,Traditional Tools,Safety Products,HOUSE INTERNATIONAL,6523.44,2017
D,5,Traditional Tools,Safety Products,Greater China,0,2017
C,5,Traditional Tools,Safety Products,Greater China,1158.56,2017
B,5,Traditional Tools,Safety Products,Greater China,3496.41,2017
A,5,Traditional Tools,Safety Products,Greater China,3188.15,2017
P,5,Traditional Tools,Safety Products,EuropeMidEastAfrica,358.48,2017
C,5,Traditional Tools,Safety Products,APAC,183994.68,2017
A,5,Resale,Safety Products,EuropeMidEastAfrica,3458.13,2017
A,5,Traditional Tools,Safety Products,APAC,103397.51,2017
D,5,Resale,Safety Products,NORTH CENTRAL REGION,0,2017
C,5,Resale,Safety Products,NORTH CENTRAL REGION,430.94,2017
B,5,Resale,Safety Products,NORTH CENTRAL REGION,1424.02,2017
A,5,Resale,Safety Products,NORTH CENTRAL REGION,501.44,2017
1,5,Resale,Safety Products,NORTH CENTRAL REGION,0,2017
C,5,Resale,Safety Products,Latin America,188.52,2017
B,5,Resale,Safety Products,Latin America,5156.08,2017
A,5,Resale,Safety Products,Latin America,8531.64,2017
1,5,Resale,Safety Products,Latin America,0,2017
##,5,Resale,Safety Products,Latin America,0,2017
C,5,Resale,Safety Products,House Accounts,633.14,2017
C,5,Resale,Safety Products,Greater China,0,2017
P,5,Resale,Safety Products,EuropeMidEastAfrica,781.2,2017
C,5,Resale,Safety Products,EuropeMidEastAfrica,2225.89,2017
B,5,Resale,Safety Products,EuropeMidEastAfrica,15772.01,2017
C,5,Traditional Tools,Safety Products,NORTH CENTRAL REGION,4388.37,2017
1,5,Resale,Safety Products,EuropeMidEastAfrica,36.72,2017
##,5,Resale,Safety Products,North East Region,0,2017
B,5,Traditional Tools,Safety Products,APAC,310111.33,2017
1,5,Resale,Safety Products,North East Region,3080.36,2017
B,5,Resale,Safety Products,North East Region,306.06,2017
1,5,Traditional Tools,Safety Products,APAC,4391.31,2017
C,5,Resale,Safety Products,West Region,1741.47,2017
B,5,Resale,Safety Products,West Region,1775.87,2017
A,5,Resale,Safety Products,West Region,140.06,2017
1,5,Resale,Safety Products,West Region,0,2017
C,5,Resale,Safety Products,SOUTHEAST REGION,0,2017
B,5,Resale,Safety Products,SOUTHEAST REGION,1838.71,2017
A,5,Resale,Safety Products,SOUTHEAST REGION,0,2017
1,5,Resale,Safety Products,SOUTHEAST REGION,626.22,2017
##,5,Resale,Safety Products,SOUTHEAST REGION,0,2017
C,5,Resale,Safety Products,SOUTH CENTRAL REGION,0,2017
B,5,Resale,Safety Products,SOUTH CENTRAL REGION,0,2017
A,5,Resale,Safety Products,SOUTH CENTRAL REGION,0,2017
1,5,Resale,Safety Products,SOUTH CENTRAL REGION,0,2017
P,5,Resale,Safety Products,North East Region,0,2017
D,5,Resale,Safety Products,North East Region,0,2017
C,5,Resale,Safety Products,North East Region,149,2017
A,5,Resale,Safety Products,North East Region,1887,2017
