,Year,Month,SalesDistrictDesc,ProductLineDesc,ProductClassDesc,Shippable$
0,2017,1,APAC,Arresters,Distribution Arresters,59098.770000000004
1,2017,1,APAC,Arresters,Substation HC Arresters,49144.16
2,2017,1,APAC,Arresters,Substation SC Arresters,87000.12
3,2017,1,APAC,Bushings,Electro Composites,0.0
4,2017,1,APAC,Bushings,PCORE Electric,465.0
5,2017,1,APAC,Connectors,Distribution Connectors,296304.31999999995
6,2017,1,APAC,Connectors,Substation Connectors,23507.59
7,2017,1,APAC,Connectors,Transmission Connectors,1926.4
8,2017,1,APAC,Construction,Pole Line Hardware,4818.5
9,2017,1,APAC,Construction,Utility Anchors,14193.96
10,2017,1,APAC,Enclosures & Drains,Underground,0.0
11,2017,1,APAC,Insulators,Distribution Insulators,11260.5
12,2017,1,APAC,Insulators,Transmission Insulators,83287.14
13,2017,1,APAC,Safety Products,Gloves and Sleeves,4335.3
14,2017,1,APAC,Safety Products,Power Load,9391.61
15,2017,1,APAC,Safety Products,Resale,213163.78999999998
16,2017,1,APAC,Safety Products,Traditional Tools,139564.69
17,2017,1,APAC,Switching & Fusing,Cutouts,573194.92
18,2017,1,APAC,Switching & Fusing,Cutouts - Polymer,28930.6
19,2017,1,APAC,Switching & Fusing,Fuse Links,13071.6
20,2017,1,APAC,Switching & Fusing,OVHD Switches,163646.18
21,2017,1,APAC,Switching & Fusing,Substation Switches,0.0
22,2017,1,APAC,Utility Automation,Capacitor Switches,159885.0
23,2017,1,APAC,Utility Automation,Cust Srvc Sales (CSS),0.0
24,2017,1,APAC,Utility Automation,Power Factor Correction,8976.0
25,2017,1,APAC,Utility Automation,Sectionalizers,835.0
26,2017,1,APAC,Utility Automation,Teleprotection (TPR),0.0
27,2017,1,CANADA UTILITY,Arresters,Distribution Arresters,77437.65
28,2017,1,CANADA UTILITY,Arresters,Substation HC Arresters,0.0
29,2017,1,CANADA UTILITY,Arresters,Substation SC Arresters,10761.92
30,2017,1,CANADA UTILITY,Arresters,Transmission Arresters,18758.41
31,2017,1,CANADA UTILITY,Bushings,Electro Composites,15349.16
32,2017,1,CANADA UTILITY,Bushings,PCORE Electric,35262.0
33,2017,1,CANADA UTILITY,Cable Accessories,URD Accessories,8304.029999999999
34,2017,1,CANADA UTILITY,Cable Accessories,URD Arresters,13463.16
35,2017,1,CANADA UTILITY,Connectors,Distribution Connectors,172205.08
36,2017,1,CANADA UTILITY,Connectors,Substation Connectors,6495.460000000001
37,2017,1,CANADA UTILITY,Connectors,Transmission Connectors,18415.58
38,2017,1,CANADA UTILITY,Construction,Civil,0.0
39,2017,1,CANADA UTILITY,Construction,Pole Line Hardware,87722.1
40,2017,1,CANADA UTILITY,Construction,Utility Anchors,139491.66
41,2017,1,CANADA UTILITY,Enclosures & Drains,Above Ground,390.0
42,2017,1,CANADA UTILITY,Enclosures & Drains,Underground,942.26
43,2017,1,CANADA UTILITY,Insulators,Distribution Insulators,37164.47
44,2017,1,CANADA UTILITY,Insulators,Transmission Insulators,625.95
45,2017,1,CANADA UTILITY,Safety Products,Fiberglass Construction,19147.09
46,2017,1,CANADA UTILITY,Safety Products,Gloves and Sleeves,2629.26
47,2017,1,CANADA UTILITY,Safety Products,Power Load,805.29
48,2017,1,CANADA UTILITY,Safety Products,Resale,12895.050000000001
49,2017,1,CANADA UTILITY,Safety Products,Traditional Tools,56972.94
50,2017,1,CANADA UTILITY,Switching & Fusing,Cutouts,6683.33
51,2017,1,CANADA UTILITY,Switching & Fusing,Cutouts - Polymer,99294.1
52,2017,1,CANADA UTILITY,Switching & Fusing,Fuse Links,6569.62
53,2017,1,CANADA UTILITY,Switching & Fusing,OVHD Switches,14561.25
54,2017,1,CANADA UTILITY,Switching & Fusing,Substation Switches,0.0
55,2017,1,CANADA UTILITY,Switching & Fusing,Turner Interrupters,0.0
56,2017,1,CANADA UTILITY,Utility Automation,Capacitor Switches,0.0
57,2017,1,CANADA UTILITY,Utility Automation,Carrier Comm (CCM),0.0
58,2017,1,CANADA UTILITY,Utility Automation,Cust Srvc Sales (CSS),369.99
59,2017,1,CANADA UTILITY,Utility Automation,Enclosures,31419.17
60,2017,1,CANADA UTILITY,Utility Automation,Lighting Control,2577.72
61,2017,1,CANADA UTILITY,Utility Automation,Other Assemblies,22472.08
62,2017,1,CANADA UTILITY,Utility Automation,Padmount Switches,0.0
63,2017,1,CANADA UTILITY,Utility Automation,Reclosers,0.0
64,2017,1,Civil Construction,Construction,Atlas,29768.8
65,2017,1,Civil Construction,Construction,Civil,736424.71
66,2017,1,Communication - EMEA,Enclosures & Drains,Accessories,0.0
67,2017,1,Communication - EMEA,Enclosures & Drains,Underground,0.0
68,2017,1,Communication - East,Arresters,Distribution Arresters,0.0
69,2017,1,Communication - East,Connectors,Aluminium Loops,0.0
70,2017,1,Communication - East,Connectors,Distribution Connectors,5833.0
71,2017,1,Communication - East,Connectors,Plastic Loops,0.0
72,2017,1,Communication - East,Connectors,Substation Connectors,0.0
73,2017,1,Communication - East,Connectors,Transmission Connectors,640.27
74,2017,1,Communication - East,Construction,Pole Line Hardware,15369.89
75,2017,1,Communication - East,Construction,Utility Anchors,42215.33
76,2017,1,Communication - East,Enclosures & Drains,Above Ground,2611.0
77,2017,1,Communication - East,Enclosures & Drains,Accessories,278.8
78,2017,1,Communication - East,Enclosures & Drains,Underground,570901.3600000001
79,2017,1,Communication - East,Safety Products,Fiber Splice Products,0.0
80,2017,1,Communication - East,Safety Products,Fiberglass Construction,1055.1
81,2017,1,Communication - East,Safety Products,Power Load,1052.86
82,2017,1,Communication - East,Safety Products,Resale,0.0
83,2017,1,Communication - East,Safety Products,Traditional Tools,998.07
84,2017,1,Communication - East,Switching & Fusing,OVHD Switches,0.0
85,2017,1,Communication - East,Utility Automation,Con Sys & Telemetry (CST),0.0
86,2017,1,Communication - East,Utility Automation,Enclosures,2627.0
87,2017,1,Communication - West,Arresters,Distribution Arresters,0.0
88,2017,1,Communication - West,Arresters,Substation HC Arresters,0.0
89,2017,1,Communication - West,Arresters,Substation SC Arresters,0.0
90,2017,1,Communication - West,Cable Accessories,URD Accessories,0.0
91,2017,1,Communication - West,Connectors,Aluminium Loops,0.0
92,2017,1,Communication - West,Connectors,Distribution Connectors,8696.0
93,2017,1,Communication - West,Connectors,Substation Connectors,597.86
94,2017,1,Communication - West,Connectors,Transmission Connectors,0.0
95,2017,1,Communication - West,Construction,Pole Line Hardware,31317.67
96,2017,1,Communication - West,Construction,Utility Anchors,32029.51
97,2017,1,Communication - West,Enclosures & Drains,Above Ground,493.0
98,2017,1,Communication - West,Enclosures & Drains,Accessories,79.8
99,2017,1,Communication - West,Enclosures & Drains,Underground,57916.399999999994
100,2017,1,Communication - West,Insulators,Distribution Insulators,627.0
101,2017,1,Communication - West,Insulators,Transmission Insulators,0.0
102,2017,1,Communication - West,Safety Products,Fiber Splice Products,0.0
103,2017,1,Communication - West,Safety Products,Fiberglass Construction,435.77
104,2017,1,Communication - West,Safety Products,Power Load,4726.66
105,2017,1,Communication - West,Safety Products,Resale,35829.9
106,2017,1,Communication - West,Safety Products,Traditional Tools,2179.36
107,2017,1,Communication - West,Switching & Fusing,Cutouts - Polymer,683.6
108,2017,1,Communication - West,Switching & Fusing,OVHD Switches,96.0
109,2017,1,Communication - West,Switching & Fusing,Substation Switches,0.0
110,2017,1,Communication - West,Utility Automation,Lighting Control,0.0
111,2017,1,EuropeMidEastAfrica,Arresters,Blocks,60588.0
112,2017,1,EuropeMidEastAfrica,Arresters,Distribution Arresters,66404.06999999999
113,2017,1,EuropeMidEastAfrica,Arresters,Substation HC Arresters,10155.3
114,2017,1,EuropeMidEastAfrica,Arresters,Substation SC Arresters,283.5
115,2017,1,EuropeMidEastAfrica,Arresters,Transmission Arresters,11539.0
116,2017,1,EuropeMidEastAfrica,Bushings,Electro Composites,0.0
117,2017,1,EuropeMidEastAfrica,Bushings,PCORE Electric,14746.0
118,2017,1,EuropeMidEastAfrica,Cable Accessories,URD Accessories,7525.06
119,2017,1,EuropeMidEastAfrica,Cable Accessories,URD Arresters,11494.35
120,2017,1,EuropeMidEastAfrica,Connectors,Distribution Connectors,30444.699999999997
121,2017,1,EuropeMidEastAfrica,Connectors,Substation Connectors,1258.74
122,2017,1,EuropeMidEastAfrica,Connectors,Transmission Connectors,3405.0
123,2017,1,EuropeMidEastAfrica,Construction,Pole Line Hardware,28010.879999999997
124,2017,1,EuropeMidEastAfrica,Insulators,Distribution Insulators,1220.0
125,2017,1,EuropeMidEastAfrica,Insulators,Transmission Insulators,1406.4
126,2017,1,EuropeMidEastAfrica,Safety Products,Fiberglass Construction,1260.28
127,2017,1,EuropeMidEastAfrica,Safety Products,Gloves and Sleeves,689.65
128,2017,1,EuropeMidEastAfrica,Safety Products,Resale,19390.62
129,2017,1,EuropeMidEastAfrica,Safety Products,Traditional Tools,34582.13
130,2017,1,EuropeMidEastAfrica,Switching & Fusing,Cutouts,81493.92
131,2017,1,EuropeMidEastAfrica,Switching & Fusing,Fuse Links,11972.8
132,2017,1,EuropeMidEastAfrica,Switching & Fusing,OVHD Switches,157.16
133,2017,1,EuropeMidEastAfrica,Switching & Fusing,Substation Switches,0.0
134,2017,1,EuropeMidEastAfrica,Utility Automation,Capacitor Switches,0.0
135,2017,1,EuropeMidEastAfrica,Utility Automation,Carrier Comm (CCM),2060.0
136,2017,1,EuropeMidEastAfrica,Utility Automation,Power Factor Correction,0.0
137,2017,1,EuropeMidEastAfrica,Utility Automation,Sectionalizers,0.0
138,2017,1,EuropeMidEastAfrica,Utility Automation,Teleprotection (TPR),1020.0
139,2017,1,Greater China,Arresters,Distribution Arresters,0.0
140,2017,1,Greater China,Bushings,Electro Composites,0.0
141,2017,1,Greater China,Bushings,PCORE Electric,0.0
142,2017,1,Greater China,Connectors,Distribution Connectors,0.0
143,2017,1,Greater China,Construction,Pole Line Hardware,29022.0
144,2017,1,Greater China,Enclosures & Drains,DNU-Large Underground Enclosures,663.01
145,2017,1,Greater China,Enclosures & Drains,DNU-Small Underground Enclosures,5352.9400000000005
146,2017,1,Greater China,Safety Products,Fiberglass Construction,12149.5
147,2017,1,Greater China,Safety Products,Gloves and Sleeves,457.58
148,2017,1,Greater China,Safety Products,Traditional Tools,3018.2700000000004
149,2017,1,Greater China,Switching & Fusing,Cutouts,105031.02
150,2017,1,Greater China,Switching & Fusing,Cutouts - Polymer,0.0
151,2017,1,Greater China,Switching & Fusing,Fuse Links,372.46
152,2017,1,Greater China,Switching & Fusing,OVHD Switches,5301.41
153,2017,1,Greater China,Utility Automation,Load Break Switches,0.0
154,2017,1,HOUSE INTERNATIONAL,Bushings,Electro Composites,0.0
155,2017,1,HOUSE INTERNATIONAL,Bushings,PCORE Electric,114502.0
156,2017,1,HOUSE INTERNATIONAL,Cable Accessories,URD Accessories,7028.78
157,2017,1,HOUSE INTERNATIONAL,Safety Products,Traditional Tools,976.1
158,2017,1,House Accounts,Arresters,Distribution Arresters,10220.36
159,2017,1,House Accounts,Arresters,Substation HC Arresters,8108.64
160,2017,1,House Accounts,Arresters,Substation SC Arresters,20000.39
161,2017,1,House Accounts,Bushings,Reuel,0.0
162,2017,1,House Accounts,Cable Accessories,URD Accessories,0.0
163,2017,1,House Accounts,Cable Accessories,URD Arresters,0.0
164,2017,1,House Accounts,Enclosures & Drains,Above Ground,0.0
165,2017,1,House Accounts,Enclosures & Drains,Accessories,0.0
166,2017,1,House Accounts,Enclosures & Drains,Underground,79008.21999999999
167,2017,1,House Accounts,Safety Products,Resale,0.0
168,2017,1,House Accounts,Safety Products,Traditional Tools,0.0
169,2017,1,House Accounts,Utility Automation,Capacitor Switches,71563.28
170,2017,1,House Accounts,Utility Automation,Carrier Comm (CCM),478.55
171,2017,1,House Accounts,Utility Automation,Con Sys & Telemetry (CST),28824.88
172,2017,1,House Accounts,Utility Automation,Cust Srvc Sales (CSS),0.0
173,2017,1,House Accounts,Utility Automation,Teleprotection (TPR),0.0
174,2017,1,Interco,Utility Automation,Capacitor Switches,16929.0
175,2017,1,LC ENCLOSURES,Enclosures & Drains,Above Ground,25078.48
176,2017,1,LC ENCLOSURES,Enclosures & Drains,Accessories,160.17
177,2017,1,LC ENCLOSURES,Enclosures & Drains,Drain,97547.82999999999
178,2017,1,LC ENCLOSURES,Enclosures & Drains,Hot Box,2860.0
179,2017,1,LC ENCLOSURES,Enclosures & Drains,Underground,176169.24
180,2017,1,Latin America,Arresters,Distribution Arresters,148271.56
181,2017,1,Latin America,Arresters,Substation HC Arresters,0.0
182,2017,1,Latin America,Arresters,Substation SC Arresters,62006.61
183,2017,1,Latin America,Cable Accessories,URD Accessories,11064.759999999998
184,2017,1,Latin America,Cable Accessories,URD Arresters,0.0
185,2017,1,Latin America,Connectors,Distribution Connectors,72642.98000000001
186,2017,1,Latin America,Connectors,Substation Connectors,10579.61
187,2017,1,Latin America,Connectors,Transmission Connectors,92668.73000000001
188,2017,1,Latin America,Construction,Civil,0.0
189,2017,1,Latin America,Construction,Pole Line Hardware,90017.62000000001
190,2017,1,Latin America,Construction,Utility Anchors,9461.2
191,2017,1,Latin America,Insulators,Distribution Insulators,11458.4
192,2017,1,Latin America,Insulators,Transmission Insulators,138623.7
193,2017,1,Latin America,Safety Products,Fiberglass Construction,56.08
194,2017,1,Latin America,Safety Products,Gloves and Sleeves,0.0
195,2017,1,Latin America,Safety Products,Resale,14393.92
196,2017,1,Latin America,Safety Products,Traditional Tools,86491.93
197,2017,1,Latin America,Switching & Fusing,Cutouts,28519.16
198,2017,1,Latin America,Switching & Fusing,Cutouts - Polymer,0.0
199,2017,1,Latin America,Switching & Fusing,Fuse Links,19329.44
200,2017,1,Latin America,Switching & Fusing,OVHD Switches,57204.1
201,2017,1,Latin America,Switching & Fusing,Substation Switches,0.0
202,2017,1,Latin America,Switching & Fusing,Turner Accessories,0.0
203,2017,1,Latin America,Switching & Fusing,Turner Transmission Switches,0.0
204,2017,1,Latin America,Utility Automation,Capacitor Switches,0.0
205,2017,1,Latin America,Utility Automation,Power Factor Correction,72690.0
206,2017,1,Latin America,Utility Automation,Sectionalizers,0.0
207,2017,1,MEXICO,Utility Automation,Teleprotection (TPR),0.0
208,2017,1,NORTH CENTRAL REGION,Arresters,Distribution Arresters,39498.01
209,2017,1,NORTH CENTRAL REGION,Arresters,Substation HC Arresters,2099.25
210,2017,1,NORTH CENTRAL REGION,Arresters,Substation SC Arresters,19143.15
211,2017,1,NORTH CENTRAL REGION,Arresters,Transmission Arresters,3216.64
212,2017,1,NORTH CENTRAL REGION,Bushings,Electro Composites,0.0
213,2017,1,NORTH CENTRAL REGION,Bushings,PCORE Electric,56985.0
214,2017,1,NORTH CENTRAL REGION,Bushings,Reuel,0.0
215,2017,1,NORTH CENTRAL REGION,Cable Accessories,URD Accessories,55402.41
216,2017,1,NORTH CENTRAL REGION,Cable Accessories,URD Arresters,31518.64
217,2017,1,NORTH CENTRAL REGION,Connectors,Distribution Connectors,174028.39
218,2017,1,NORTH CENTRAL REGION,Connectors,Substation Connectors,22368.57
219,2017,1,NORTH CENTRAL REGION,Connectors,Transmission Connectors,50782.969999999994
220,2017,1,NORTH CENTRAL REGION,Construction,Pole Line Hardware,220032.61
221,2017,1,NORTH CENTRAL REGION,Construction,Utility Anchors,186476.2
222,2017,1,NORTH CENTRAL REGION,Enclosures & Drains,Above Ground,30958.25
223,2017,1,NORTH CENTRAL REGION,Enclosures & Drains,Accessories,0.0
224,2017,1,NORTH CENTRAL REGION,Enclosures & Drains,Underground,10182.17
225,2017,1,NORTH CENTRAL REGION,Insulators,Distribution Insulators,32221.559999999998
226,2017,1,NORTH CENTRAL REGION,Insulators,Transmission Insulators,58125.76
227,2017,1,NORTH CENTRAL REGION,Safety Products,Fiberglass Construction,63726.28
228,2017,1,NORTH CENTRAL REGION,Safety Products,Gloves and Sleeves,2666.27
229,2017,1,NORTH CENTRAL REGION,Safety Products,Power Load,72878.08
230,2017,1,NORTH CENTRAL REGION,Safety Products,Resale,16978.43
231,2017,1,NORTH CENTRAL REGION,Safety Products,Traditional Tools,86056.75
232,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Cutouts,3512.4300000000003
233,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Cutouts - Polymer,105602.03
234,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Fuse Links,1703.2
235,2017,1,NORTH CENTRAL REGION,Switching & Fusing,OVHD Switches,29732.25
236,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Substation Switches,0.0
237,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Turner Accessories,300.0
238,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Turner Interrupters,0.0
239,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Turner Substation Switches,0.0
240,2017,1,NORTH CENTRAL REGION,Switching & Fusing,Turner Transmission Switches,0.0
241,2017,1,NORTH CENTRAL REGION,Utility Automation,Capacitor Switches,71559.88
242,2017,1,NORTH CENTRAL REGION,Utility Automation,Carrier Comm (CCM),5322.0
243,2017,1,NORTH CENTRAL REGION,Utility Automation,Con Sys & Telemetry (CST),0.0
244,2017,1,NORTH CENTRAL REGION,Utility Automation,Cust Srvc Sales (CSS),0.0
245,2017,1,NORTH CENTRAL REGION,Utility Automation,Enclosures,191231.06
246,2017,1,NORTH CENTRAL REGION,Utility Automation,Lighting Control,4053.7400000000002
247,2017,1,NORTH CENTRAL REGION,Utility Automation,Other Assemblies,9622.0
248,2017,1,NORTH CENTRAL REGION,Utility Automation,Padmount Switches,0.0
249,2017,1,NORTH CENTRAL REGION,Utility Automation,Power Factor Correction,508.01
250,2017,1,NORTH CENTRAL REGION,Utility Automation,Reclosers,150.0
251,2017,1,NORTH CENTRAL REGION,Utility Automation,Sectionalizers,0.0
252,2017,1,NORTH CENTRAL REGION,Utility Automation,Teleprotection (TPR),0.0
253,2017,1,NORTH CENTRAL REGION,Wire Management,Wire Mesh,0.0
254,2017,1,North East Region,Arresters,Blocks,0.0
255,2017,1,North East Region,Arresters,Distribution Arresters,104230.61
256,2017,1,North East Region,Arresters,Substation HC Arresters,128105.88
257,2017,1,North East Region,Arresters,Substation SC Arresters,50348.21
258,2017,1,North East Region,Arresters,Transmission Arresters,0.0
259,2017,1,North East Region,Bushings,Electro Composites,0.0
260,2017,1,North East Region,Bushings,PCORE Electric,45001.0
261,2017,1,North East Region,Bushings,Reuel,0.0
262,2017,1,North East Region,Cable Accessories,URD Accessories,20546.28
263,2017,1,North East Region,Cable Accessories,URD Arresters,18323.190000000002
264,2017,1,North East Region,Connectors,Distribution Connectors,238685.28000000003
265,2017,1,North East Region,Connectors,Substation Connectors,48408.69
266,2017,1,North East Region,Connectors,Transmission Connectors,405774.38
267,2017,1,North East Region,Construction,Civil,0.0
268,2017,1,North East Region,Construction,Pole Line Hardware,161904.43
269,2017,1,North East Region,Construction,Utility Anchors,131574.05000000002
270,2017,1,North East Region,Enclosures & Drains,Above Ground,0.0
271,2017,1,North East Region,Enclosures & Drains,Hot Box,0.0
272,2017,1,North East Region,Enclosures & Drains,Underground,16251.17
273,2017,1,North East Region,Insulators,Distribution Insulators,73694.19
274,2017,1,North East Region,Insulators,Transmission Insulators,288645.56
275,2017,1,North East Region,Safety Products,Fiberglass Construction,69334.40000000001
276,2017,1,North East Region,Safety Products,Gloves and Sleeves,3652.55
277,2017,1,North East Region,Safety Products,Power Load,7291.74
278,2017,1,North East Region,Safety Products,Resale,62407.03
279,2017,1,North East Region,Safety Products,Traditional Tools,170141.76
280,2017,1,North East Region,Switching & Fusing,Cutouts,20967.09
281,2017,1,North East Region,Switching & Fusing,Cutouts - Polymer,232283.47
282,2017,1,North East Region,Switching & Fusing,Fuse Links,20367.9
283,2017,1,North East Region,Switching & Fusing,OVHD Switches,43202.990000000005
284,2017,1,North East Region,Switching & Fusing,Substation Switches,0.0
285,2017,1,North East Region,Switching & Fusing,Turner Accessories,55517.72
286,2017,1,North East Region,Switching & Fusing,Turner Interrupters,0.0
287,2017,1,North East Region,Switching & Fusing,Turner Substation Switches,15644.0
288,2017,1,North East Region,Switching & Fusing,Turner Transmission Switches,0.0
289,2017,1,North East Region,Utility Automation,Capacitor Switches,60881.57000000001
290,2017,1,North East Region,Utility Automation,Carrier Comm (CCM),0.0
291,2017,1,North East Region,Utility Automation,Con Sys & Telemetry (CST),0.0
292,2017,1,North East Region,Utility Automation,Cust Srvc Sales (CSS),1800.0
293,2017,1,North East Region,Utility Automation,Enclosures,71469.20000000001
294,2017,1,North East Region,Utility Automation,Lighting Control,44355.64
295,2017,1,North East Region,Utility Automation,Other Assemblies,61598.8
296,2017,1,North East Region,Utility Automation,Padmount Switches,74512.72
297,2017,1,North East Region,Utility Automation,Power Factor Correction,56569.64
298,2017,1,North East Region,Utility Automation,Sectionalizers,0.0
299,2017,1,North East Region,Utility Automation,Teleprotection (TPR),0.0
300,2017,1,SOUTH CENTRAL REGION,Arresters,Distribution Arresters,36623.5
301,2017,1,SOUTH CENTRAL REGION,Arresters,Substation HC Arresters,0.0
302,2017,1,SOUTH CENTRAL REGION,Arresters,Substation SC Arresters,6959.32
303,2017,1,SOUTH CENTRAL REGION,Arresters,Transmission Arresters,0.0
304,2017,1,SOUTH CENTRAL REGION,Bushings,Electro Composites,0.0
305,2017,1,SOUTH CENTRAL REGION,Bushings,PCORE Electric,5553.0
306,2017,1,SOUTH CENTRAL REGION,Bushings,Reuel,0.0
307,2017,1,SOUTH CENTRAL REGION,Cable Accessories,URD Accessories,46333.049999999996
308,2017,1,SOUTH CENTRAL REGION,Cable Accessories,URD Arresters,7672.5
309,2017,1,SOUTH CENTRAL REGION,Connectors,Distribution Connectors,174607.85
310,2017,1,SOUTH CENTRAL REGION,Connectors,Substation Connectors,20895.33
311,2017,1,SOUTH CENTRAL REGION,Connectors,Transmission Connectors,164011.52
312,2017,1,SOUTH CENTRAL REGION,Construction,Pole Line Hardware,151070.35
313,2017,1,SOUTH CENTRAL REGION,Construction,Utility Anchors,85142.2
314,2017,1,SOUTH CENTRAL REGION,Enclosures & Drains,Above Ground,22644.78
315,2017,1,SOUTH CENTRAL REGION,Enclosures & Drains,Underground,15122.81
316,2017,1,SOUTH CENTRAL REGION,Insulators,Distribution Insulators,28201.94
317,2017,1,SOUTH CENTRAL REGION,Insulators,Transmission Insulators,541924.13
318,2017,1,SOUTH CENTRAL REGION,Safety Products,Fiberglass Construction,74448.52
319,2017,1,SOUTH CENTRAL REGION,Safety Products,Gloves and Sleeves,2626.3700000000003
320,2017,1,SOUTH CENTRAL REGION,Safety Products,Power Load,578.6
321,2017,1,SOUTH CENTRAL REGION,Safety Products,Resale,9171.95
322,2017,1,SOUTH CENTRAL REGION,Safety Products,Traditional Tools,85271.34999999999
323,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Cutouts,50410.17
324,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Cutouts - Polymer,10646.3
325,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Fuse Links,2895.5
326,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,OVHD Switches,50462.229999999996
327,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Substation Switches,224809.90999999997
328,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Turner Accessories,0.0
329,2017,1,SOUTH CENTRAL REGION,Switching & Fusing,Turner Interrupters,0.0
330,2017,1,SOUTH CENTRAL REGION,Utility Automation,Capacitor Switches,257044.40000000002
331,2017,1,SOUTH CENTRAL REGION,Utility Automation,Carrier Comm (CCM),0.0
332,2017,1,SOUTH CENTRAL REGION,Utility Automation,Enclosures,85469.0
333,2017,1,SOUTH CENTRAL REGION,Utility Automation,Lighting Control,16494.0
334,2017,1,SOUTH CENTRAL REGION,Utility Automation,Other Assemblies,14652.28
335,2017,1,SOUTH CENTRAL REGION,Utility Automation,Padmount Switches,0.0
336,2017,1,SOUTH CENTRAL REGION,Utility Automation,Power Factor Correction,0.0
337,2017,1,SOUTH CENTRAL REGION,Utility Automation,Reclosers,1260.0
338,2017,1,SOUTH CENTRAL REGION,Utility Automation,Sectionalizers,27436.0
339,2017,1,SOUTH CENTRAL REGION,Utility Automation,Uti Trans Sys (UET),0.0
340,2017,1,SOUTHEAST REGION,Arresters,Distribution Arresters,216941.94
341,2017,1,SOUTHEAST REGION,Arresters,Substation HC Arresters,12063.66
342,2017,1,SOUTHEAST REGION,Arresters,Substation SC Arresters,51937.16
343,2017,1,SOUTHEAST REGION,Arresters,Transmission Arresters,10417.2
344,2017,1,SOUTHEAST REGION,Bushings,Electro Composites,0.0
345,2017,1,SOUTHEAST REGION,Bushings,PCORE Electric,37883.0
346,2017,1,SOUTHEAST REGION,Bushings,Reuel,0.0
347,2017,1,SOUTHEAST REGION,Cable Accessories,URD Accessories,220853.27000000002
348,2017,1,SOUTHEAST REGION,Cable Accessories,URD Arresters,10039.13
349,2017,1,SOUTHEAST REGION,Connectors,Distribution Connectors,232315.40000000002
350,2017,1,SOUTHEAST REGION,Connectors,Substation Connectors,182703.86000000002
351,2017,1,SOUTHEAST REGION,Connectors,Transmission Connectors,126088.09999999999
352,2017,1,SOUTHEAST REGION,Construction,Civil,0.0
353,2017,1,SOUTHEAST REGION,Construction,Pole Line Hardware,62405.490000000005
354,2017,1,SOUTHEAST REGION,Construction,Utility Anchors,124524.18
355,2017,1,SOUTHEAST REGION,Enclosures & Drains,Above Ground,13298.25
356,2017,1,SOUTHEAST REGION,Enclosures & Drains,Underground,36171.4
357,2017,1,SOUTHEAST REGION,Insulators,Distribution Insulators,10075.17
358,2017,1,SOUTHEAST REGION,Insulators,Transmission Insulators,50271.979999999996
359,2017,1,SOUTHEAST REGION,Safety Products,Fiberglass Construction,48495.5
360,2017,1,SOUTHEAST REGION,Safety Products,Gloves and Sleeves,13675.470000000001
361,2017,1,SOUTHEAST REGION,Safety Products,Power Load,0.0
362,2017,1,SOUTHEAST REGION,Safety Products,Resale,17869.33
363,2017,1,SOUTHEAST REGION,Safety Products,Traditional Tools,45446.31
364,2017,1,SOUTHEAST REGION,Switching & Fusing,Cutouts,24703.09
365,2017,1,SOUTHEAST REGION,Switching & Fusing,Cutouts - Polymer,14798.509999999998
366,2017,1,SOUTHEAST REGION,Switching & Fusing,Fuse Links,5838.8
367,2017,1,SOUTHEAST REGION,Switching & Fusing,OVHD Switches,69339.29000000001
368,2017,1,SOUTHEAST REGION,Switching & Fusing,Substation Switches,0.0
369,2017,1,SOUTHEAST REGION,Switching & Fusing,Turner Accessories,0.0
370,2017,1,SOUTHEAST REGION,Switching & Fusing,Turner Interrupters,0.0
371,2017,1,SOUTHEAST REGION,Switching & Fusing,Turner Substation Switches,0.0
372,2017,1,SOUTHEAST REGION,Switching & Fusing,Turner Transmission Switches,0.0
373,2017,1,SOUTHEAST REGION,Utility Automation,Capacitor Switches,1786.0
374,2017,1,SOUTHEAST REGION,Utility Automation,Carrier Comm (CCM),0.0
375,2017,1,SOUTHEAST REGION,Utility Automation,Enclosures,86514.59
376,2017,1,SOUTHEAST REGION,Utility Automation,Lighting Control,19437.66
377,2017,1,SOUTHEAST REGION,Utility Automation,Other Assemblies,84619.06
378,2017,1,SOUTHEAST REGION,Utility Automation,Padmount Switches,37950.0
379,2017,1,SOUTHEAST REGION,Utility Automation,Power Factor Correction,43584.47
380,2017,1,SOUTHEAST REGION,Utility Automation,Reclosers,897.25
381,2017,1,SOUTHEAST REGION,Utility Automation,Sectionalizers,0.0
382,2017,1,SOUTHEAST REGION,Utility Automation,Teleprotection (TPR),49446.0
383,2017,1,SOUTHEAST REGION,Utility Automation,Uti Trans Sys (UET),0.0
384,2017,1,West Region,Arresters,Distribution Arresters,26683.83
385,2017,1,West Region,Arresters,Substation HC Arresters,0.0
